user_id,country,age,gender,subscription_type,avg_listening_hours_per_week,total_songs_played,skip_rate,satisfaction_score,churned,monthly_fee,join_date,skip_rate_pct,tenure_days
U1187,Ghana,35,male,premium,10.4,513,0.2,3.0,1,0.0,2022-10-01,0.2,1150.0
U1169,Ghana,16,male,fam,9.3,534,0.2,3.0,1,5.0,,,975.5
U1028,Nigeria,22,female,premium,4.1,512,0.2,3.0,0,7.99,2023-10-30,,756.0
U1552,U.K.,53,other,free,10.7,510,0.2,3.0,0,7.99,2022-12-30,0.2,1060.0
U1683,USA,47,male,family,8.3,500,0.2,3.0,0,9.99,2023-11-18,,737.0
U1653,U.K.,51,female,student,14.5,491,0.2,3.0,0,12.99,2022-07-21,,1222.0
U1675,Kenya,49,unknown,studnt,5.8,507,0.1,3.0,0,7.99,,0.1,975.5
U1597,United Kingdom,36,female,student,13.9,525,0.1,3.0,0,5.0,2023-08-05,0.1,842.0
U1114,UK,25,male,studnt,4.0,484,0.2,5.0,0,5.0,2022-05-24,,1280.0
U1624,Brazil,63,female,fam,1.0,503,0.2,5.0,1,9.99,2023-11-06,,749.0
U1144,Nigeria,23,other,student,17.3,490,0.2,3.0,0,12.99,,,975.5
U1505,IND,63,female,premium,13.9,493,0.2,2.0,0,7.99,2023-04-18,0.2,951.0
U1652,Ghana,41,female,student,11.5,474,0.2,3.0,0,7.99,,,975.5
U1602,Ghana,34,female,fam,5.2,487,0.2,3.0,0,5.0,,,975.5
U1266,Kenya,47,other,family,15.2,483,0.2,3.0,0,7.99,2022-05-27,,1277.0
U1575,IND,53,other,studnt,6.8,469,0.2,5.0,0,5.0,2022-02-25,,1368.0
U1411,South Africa,34,male,fam,1.2,502,0.2,5.0,1,7.99,2024-04-04,,599.0
U1310,UK,49,female,student,3.3,494,0.2,3.0,0,7.99,2023-07-23,,855.0
U1011,South Africa,48,female,family,13.5,468,0.2,1.0,0,9.99,2023-10-02,0.2,784.0
U1513,Nepal,32,male,premium,13.1,561,0.2,5.0,0,9.99,2023-02-23,,1005.0
U1153,Kenya,42,female,premium,3.6,525,0.2,4.0,0,9.99,,,975.5
U1219,UK,58,male,student,6.2,571,0.2,4.0,1,7.99,2022-03-23,0.2,1342.0
U1546,UK,43,male,free,14.2,489,0.2,4.0,0,5.0,2023-07-22,,856.0
U1341,Nepal,42,male,premium,13.0,457,0.1,3.0,0,9.99,2022-04-01,0.1,1333.0
U1260,India,58,female,student,2.9,458,0.2,3.0,0,5.0,,,975.5
U1343,Nepal,63,female,free,7.4,517,0.2,4.0,0,12.99,2023-09-05,,811.0
U1530,USA,37,unknown,student,12.4,531,0.1,2.0,0,9.99,,0.1,975.5
U1126,U.K.,46,female,family,13.4,526,0.2,1.0,0,7.99,,,975.5
U1633,Nigeria,28,female,studnt,0.2,529,0.2,3.0,1,0.0,,,975.5
U1591,IND,63,female,premium,12.4,543,0.2,2.0,0,12.99,2024-12-08,,351.0
U1496,Ghana,17,other,student,17.4,475,0.2,5.0,0,7.99,2022-03-24,,1341.0
U1674,Nepal,59,male,free,2.8,455,0.1,5.0,0,7.99,,0.1,975.5
U1566,Kenya,52,female,free,15.9,499,0.2,3.0,0,5.0,2022-02-23,,1370.0
U1394,Brazil,50,male,free,4.1,541,0.1,2.0,0,7.99,2024-02-12,0.1,651.0
U1170,IND,22,other,family,14.4,493,0.2,3.0,1,9.99,,,975.5
U1192,Nepal,20,female,studnt,6.9,482,0.2,4.0,1,7.99,2022-08-21,0.2,1191.0
U1178,Nigeria,18,male,premium,14.1,466,0.2,3.0,0,12.99,,,975.5
U1232,IND,55,other,studnt,6.9,512,0.2,3.0,0,7.99,2024-03-15,,619.0
U1352,IND,17,unknown,free,9.7,474,0.2,3.0,0,9.99,2022-10-20,,1131.0
U1031,Ghana,20,male,student,16.6,501,0.2,2.0,0,5.0,,,975.5
U1035,Nigeria,40,female,premium,11.0,452,0.2,2.0,0,9.99,2022-09-26,,1155.0
U1428,United Kingdom,57,female,fam,11.9,493,0.2,5.0,1,12.99,2023-11-18,,737.0
U1396,U.K.,42,male,family,10.2,510,0.2,1.0,0,7.99,2024-07-02,,510.0
U1414,Kenya,23,female,student,12.7,539,0.2,5.0,0,9.99,2024-07-07,,505.0
U1593,UK,37,male,student,6.5,494,0.1,5.0,0,7.99,,0.1,975.5
U1177,Brazil,46,male,family,9.6,514,0.2,5.0,0,9.99,,,975.5
U1370,IND,25,unknown,free,3.9,513,0.2,3.0,0,7.99,,,975.5
U1194,Brazil,52,female,premium,8.7,566,0.2,4.0,0,9.99,,,975.5
U1322,U.K.,36,other,fam,8.5,523,0.1,1.0,0,7.99,2023-04-25,0.1,944.0
U1636,IND,30,unknown,free,17.9,496,0.2,3.0,0,0.0,2024-07-07,0.2,505.0
U1128,Kenya,62,female,free,7.7,511,0.2,2.0,0,7.99,2022-10-06,0.2,1145.0
U1389,South Africa,29,female,fam,10.0,508,0.2,4.0,0,9.99,,,975.5
U1353,UK,18,male,studnt,6.3,514,0.2,4.0,0,7.99,2023-04-02,,967.0
U1470,Nigeria,39,other,premium,5.4,473,0.2,1.0,0,7.99,2024-01-02,,692.0
U1140,IND,49,male,studnt,13.2,476,0.2,2.0,0,7.99,2024-05-01,,572.0
U1020,South Africa,27,unknown,student,8.1,541,0.2,3.0,0,12.99,2022-04-18,,1316.0
U1699,Nepal,19,female,family,7.3,519,0.2,3.0,0,9.99,2022-09-19,,1162.0
U1582,United Kingdom,14,female,fam,12.4,490,0.1,3.0,0,0.0,2022-12-08,0.1,1082.0
U1163,Brazil,42,male,family,14.6,565,0.2,4.0,0,7.99,,,975.5
U1080,USA,37,male,premium,9.9,522,0.1,3.0,1,9.99,2022-04-25,0.1,1309.0
U1425,U.K.,38,male,fam,16.1,456,0.1,3.0,0,7.99,2022-04-28,0.1,1306.0
U1477,Nigeria,45,other,fam,5.7,484,0.2,3.0,1,7.99,2022-11-11,,1109.0
U1422,Kenya,17,female,premium,2.4,516,0.2,3.0,0,0.0,2023-07-18,,860.0
U1216,IND,53,other,studnt,1.5,466,0.2,2.0,0,9.99,2024-07-08,,504.0
U1049,Kenya,21,other,student,11.5,514,0.2,4.0,1,9.99,,,975.5
U1000,Kenya,18,male,premium,6.3,485,0.2,3.0,0,7.99,,,975.5
U1572,South Africa,22,male,studnt,10.3,494,0.2,4.0,1,0.0,,,975.5
U1697,South Africa,60,female,student,6.3,510,0.2,1.0,1,7.99,2023-06-22,,886.0
U1119,Nigeria,44,female,premium,10.5,515,0.1,2.0,0,5.0,,0.1,975.5
U1400,UK,56,other,student,6.0,492,0.1,3.0,0,7.99,2022-01-06,0.1,1418.0
U1668,India,20,female,family,9.4,507,0.2,1.0,1,7.99,2022-06-01,,1272.0
U1529,UK,30,male,family,7.1,494,0.2,4.0,1,9.99,2024-08-14,,467.0
U1090,U.K.,33,female,free,0.2,499,0.2,2.0,0,9.99,2023-06-24,,884.0
U1259,Brazil,35,male,family,11.7,516,0.2,5.0,1,7.99,,,975.5
U1154,UK,27,female,premium,1.3,513,0.1,3.0,1,0.0,2022-09-03,0.1,1178.0
U1184,UK,23,female,fam,21.5,528,0.2,5.0,0,9.99,,,975.5
U1598,Ghana,45,female,free,5.1,526,0.1,4.0,0,7.99,,0.1,975.5
U1226,Kenya,21,male,studnt,10.6,461,0.2,4.0,1,7.99,2023-05-20,,919.0
U1576,Ghana,47,female,free,23.4,545,0.2,5.0,1,0.0,2023-03-14,,986.0
U1479,UK,34,other,studnt,14.5,508,0.2,4.0,0,7.99,2022-11-08,,1112.0
U1001,India,56,unknown,premium,11.1,556,0.2,5.0,0,7.99,2022-11-04,,1116.0
U1608,USA,19,male,studnt,9.2,510,0.2,4.0,0,5.0,,,975.5
U1295,Brazil,59,male,fam,9.9,511,0.2,5.0,0,7.99,2023-02-22,,1006.0
U1592,USA,36,male,free,0.9,509,0.2,3.0,0,9.99,2022-09-10,,1171.0
U1601,India,55,female,studnt,3.9,499,0.2,4.0,0,7.99,,,975.5
U1314,South Africa,18,female,fam,6.0,473,0.2,3.0,1,0.0,2023-08-12,,835.0
U1532,India,59,male,student,11.9,513,0.2,4.0,0,7.99,,,975.5
U1059,U.K.,18,female,free,7.9,526,0.2,3.0,0,0.0,2024-04-23,,580.0
U1443,UK,45,male,student,13.3,472,0.2,5.0,1,7.99,2024-06-14,0.2,528.0
U1359,India,32,female,premium,12.5,492,0.2,5.0,1,0.0,2023-04-11,,958.0
U1366,Nepal,50,female,premium,15.9,506,0.1,3.0,0,7.99,,0.1,975.5
U1207,UK,17,other,premium,17.3,489,0.2,3.0,0,7.99,,,975.5
U1540,United Kingdom,17,male,studnt,9.9,469,0.2,3.0,0,12.99,2024-05-10,,563.0
U1408,United Kingdom,47,male,free,9.2,476,0.2,1.0,0,12.99,2024-04-12,,591.0
U1251,UK,14,unknown,premium,4.6,480,0.1,1.0,1,7.99,,0.1,975.5
U1467,Kenya,64,male,premium,8.1,485,0.1,4.0,1,9.99,2023-09-06,0.1,810.0
U1349,Brazil,63,male,student,12.6,518,0.2,3.0,1,9.99,,0.2,975.5
U1599,UK,61,female,premium,17.4,492,0.2,3.0,1,9.99,2022-12-10,,1080.0
U1017,Nepal,53,female,family,10.2,459,0.2,4.0,0,0.0,,0.2,975.5
U1045,United Kingdom,53,other,free,10.3,536,0.2,2.0,1,7.99,2023-08-02,0.2,845.0
U1112,United Kingdom,63,female,student,6.8,479,0.2,4.0,0,7.99,,,975.5
U1639,Brazil,63,male,family,16.1,522,0.2,3.0,1,7.99,2022-11-09,,1111.0
U1301,United Kingdom,54,male,premium,10.4,490,0.2,3.0,0,9.99,2023-03-26,,974.0
U1023,U.K.,15,unknown,premium,15.8,507,0.2,3.0,0,0.0,2022-10-12,,1139.0
U1303,South Africa,49,unknown,fam,10.5,507,0.2,5.0,0,7.99,2024-07-24,,488.0
U1548,Nigeria,63,other,free,13.9,467,0.2,3.0,0,12.99,2024-03-20,,614.0
U1571,Brazil,21,female,free,13.2,512,0.2,3.0,0,7.99,2022-01-22,,1402.0
U1231,U.K.,42,male,premium,14.8,563,0.2,2.0,0,7.99,,,975.5
U1123,Ghana,20,female,student,16.5,491,0.2,1.0,0,7.99,2023-04-19,,950.0
U1644,Nigeria,61,male,student,10.3,493,0.2,3.0,0,7.99,,0.2,975.5
,India,50,female,premium,9.1,484,0.2,2.0,0,12.99,2023-07-25,,853.0
U1640,Brazil,59,female,fam,4.7,474,0.2,5.0,1,9.99,2022-08-07,,1205.0
U1625,IND,31,female,free,8.2,514,0.2,2.0,0,12.99,,,975.5
U1638,Kenya,26,female,premium,8.9,475,0.2,2.0,0,7.99,2022-08-19,,1193.0
U1465,USA,41,male,student,7.4,511,0.1,4.0,1,7.99,2022-01-03,0.1,1421.0
U1070,South Africa,17,female,student,4.8,501,0.2,1.0,1,12.99,2024-01-08,,686.0
U1506,Kenya,63,female,premium,5.2,501,0.2,2.0,1,12.99,,,975.5
U1346,United Kingdom,23,female,student,2.8,516,0.1,5.0,0,9.99,2022-03-05,0.1,1360.0
U1068,India,62,male,family,12.5,486,0.2,2.0,0,5.0,2023-11-19,,736.0
U1202,Brazil,44,male,premium,13.6,521,0.2,4.0,0,5.0,2023-05-12,,927.0
U1500,India,24,female,family,20.5,492,0.2,3.0,1,9.99,,,975.5
U1099,UK,15,male,family,1.4,511,0.2,3.0,0,12.99,2022-11-24,,1096.0
U1246,India,38,female,family,12.4,496,0.2,4.0,0,7.99,2023-02-08,,1020.0
U1285,Nigeria,22,female,student,10.6,537,0.1,2.0,1,12.99,2023-02-03,0.1,1025.0
U1005,Kenya,59,female,free,12.9,519,0.2,1.0,0,0.0,,,975.5
U1039,USA,38,male,family,12.6,456,0.2,5.0,0,0.0,2022-11-07,,1113.0
U1512,Nigeria,17,female,student,17.4,485,0.2,3.0,1,7.99,2022-10-10,,1141.0
U1047,IND,39,male,family,6.8,512,0.2,1.0,1,7.99,2024-02-01,,662.0
U1696,Ghana,43,female,free,8.0,471,0.2,2.0,0,7.99,2023-09-09,,807.0
U1225,Nepal,39,male,fam,8.5,486,0.2,3.0,1,0.0,,,975.5
U1215,UK,17,male,premium,11.7,495,0.1,3.0,1,9.99,,0.1,975.5
U1358,United Kingdom,45,female,student,15.2,461,0.2,3.0,0,5.0,2022-09-30,,1151.0
U1622,Ghana,42,female,student,4.5,520,0.2,3.0,1,12.99,2023-09-04,,812.0
U1631,IND,41,female,student,2.6,542,0.2,1.0,1,7.99,2022-05-05,,1299.0
U1332,South Africa,18,female,family,18.8,460,0.2,3.0,0,0.0,2023-03-18,,982.0
U1579,IND,38,female,premium,13.7,525,0.2,3.0,0,7.99,,,975.5
U1315,India,18,male,premium,8.4,479,0.1,1.0,0,9.99,,0.1,975.5
U1369,Ghana,48,other,family,9.0,477,0.2,3.0,0,0.0,2022-04-23,,1311.0
U1004,IND,57,female,studnt,12.5,473,0.2,3.0,0,0.0,2023-02-16,,1012.0
U1497,USA,41,other,premium,8.2,497,0.2,4.0,0,7.99,2023-05-06,,933.0
U1255,Nepal,63,male,student,8.5,462,0.2,4.0,1,7.99,,,975.5
U1168,Nigeria,41,male,premium,16.1,477,0.2,3.0,1,9.99,2023-11-27,0.2,728.0
U1537,USA,48,female,studnt,11.3,486,0.1,4.0,1,7.99,2022-09-10,0.1,1171.0
U1405,Nigeria,46,unknown,premium,11.8,506,0.1,3.0,1,9.99,2023-06-04,0.1,904.0
U1553,United Kingdom,34,other,fam,6.9,467,0.2,2.0,0,5.0,2022-06-28,,1245.0
U1436,India,26,female,premium,16.9,490,0.2,3.0,0,9.99,,,975.5
U1423,USA,31,other,studnt,16.2,508,0.2,5.0,0,5.0,2022-09-23,,1158.0
U1483,South Africa,22,male,premium,6.8,442,0.2,3.0,0,9.99,,0.2,975.5
U1174,USA,32,female,family,11.6,505,0.2,5.0,1,7.99,2022-08-03,,1209.0
U1362,UK,59,female,premium,0.8,484,0.2,2.0,1,12.99,2022-06-05,,1268.0
U1317,Ghana,16,female,premium,7.3,500,0.2,5.0,0,9.99,2022-10-08,,1143.0
U1113,United Kingdom,57,female,premium,10.8,521,0.2,3.0,0,12.99,2024-11-01,,388.0
,USA,40,female,free,8.5,501,0.1,5.0,1,7.99,2024-08-01,0.1,480.0
U1007,United Kingdom,28,female,student,5.6,507,0.1,2.0,1,0.0,,0.1,975.5
U1164,United Kingdom,54,male,free,11.5,511,0.2,5.0,1,0.0,2023-05-02,,937.0
U1439,Nepal,50,female,student,10.6,490,0.2,3.0,1,9.99,,,975.5
,Brazil,61,male,premium,13.4,512,0.2,5.0,0,0.0,2022-01-15,,1409.0
U1188,India,28,male,studnt,19.1,504,0.2,4.0,0,9.99,2024-07-13,,499.0
U1580,Ghana,23,other,free,14.3,507,0.2,3.0,0,7.99,2023-10-11,,775.0
U1181,Ghana,55,female,free,2.5,513,0.1,4.0,1,7.99,2022-07-17,0.1,1226.0
U1145,Kenya,63,male,premium,19.0,495,0.2,5.0,1,7.99,2023-07-15,,863.0
U1558,Nigeria,49,female,fam,5.6,497,0.2,3.0,1,7.99,2023-07-01,,877.0
U1026,UK,23,female,free,7.5,497,0.2,3.0,0,9.99,2024-08-04,,477.0
U1098,Ghana,50,unknown,premium,5.6,509,0.2,3.0,0,7.99,2023-12-26,0.2,699.0
U1199,Nigeria,15,male,family,7.9,528,0.2,3.0,0,7.99,,,975.5
U1297,Ghana,52,unknown,premium,4.3,469,0.2,3.0,0,7.99,2024-03-13,,621.0
U1545,UK,40,male,family,0.7,534,0.1,3.0,0,0.0,2022-04-14,0.1,1320.0
U1257,India,15,unknown,fam,0.3,503,0.2,3.0,0,0.0,2024-03-30,,604.0
U1450,Kenya,52,unknown,family,1.5,515,0.2,4.0,1,9.99,,,975.5
U1629,Ghana,61,unknown,free,14.5,522,0.2,4.0,1,7.99,2022-01-10,,1414.0
U1300,United Kingdom,31,male,studnt,11.2,532,0.2,1.0,0,0.0,2023-11-29,,726.0
U1698,UK,30,other,fam,15.7,494,0.2,3.0,0,0.0,2022-05-12,,1292.0
,United Kingdom,40,male,student,5.0,488,0.2,2.0,0,7.99,2024-05-02,,571.0
U1437,Nigeria,44,male,premium,15.1,456,0.2,4.0,1,7.99,,,975.5
U1272,U.K.,22,female,free,4.4,499,0.2,3.0,0,0.0,2022-05-26,0.2,1278.0
U1081,U.K.,34,female,premium,9.1,484,0.2,5.0,1,5.0,,,975.5
U1237,India,13,female,free,6.8,531,0.2,5.0,0,5.0,2022-11-07,,1113.0
U1634,Kenya,52,other,family,10.9,480,0.2,5.0,1,9.99,2023-01-06,,1053.0
U1172,USA,22,male,family,4.8,503,0.2,4.0,0,5.0,2022-07-15,,1228.0
U1510,Kenya,55,female,premium,12.1,512,0.2,2.0,0,12.99,,,975.5
U1279,U.K.,37,female,free,13.9,512,0.2,4.0,1,9.99,2024-02-07,,656.0
U1210,India,54,unknown,studnt,7.7,496,0.2,3.0,1,0.0,2022-08-09,,1203.0
U1533,South Africa,52,female,free,9.1,478,0.2,3.0,0,12.99,,,975.5
U1218,South Africa,38,other,fam,18.4,501,0.2,5.0,1,5.0,2023-10-28,,758.0
U1148,Ghana,46,other,fam,5.7,477,0.2,2.0,1,7.99,,,975.5
U1621,USA,25,female,fam,12.0,505,0.2,3.0,0,7.99,,,975.5
U1518,Nigeria,18,female,studnt,7.8,477,0.1,5.0,1,7.99,2023-01-03,0.1,1056.0
U1535,U.K.,24,male,fam,9.0,524,0.2,4.0,0,9.99,,,975.5
U1523,South Africa,58,unknown,free,3.8,498,0.2,1.0,0,9.99,,,975.5
U1444,South Africa,37,female,free,3.9,500,0.2,2.0,1,7.99,,0.2,975.5
U1384,Nigeria,14,female,studnt,6.3,491,0.2,2.0,0,7.99,,0.2,975.5
U1311,South Africa,45,unknown,family,22.1,508,0.2,4.0,0,9.99,,,975.5
